Id,IdEjemplar,SiglasColeccion,NombreColeccion,NumeroDeCatalogo,Fuente,AnioColecta,NumeroDeColecta,Taxa,Raza,Estado,Municipio,Localidad,AltitudProfundidad,Longitud,Latitud
768,9630,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10170-JSG-RMM-455,FY001,2002,JSG & RMM 455,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"El Guayabo, Km 132.5 Zitácuaro-Huetamo",555,-100.8333333,18.85
769,9631,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10171-JSG-RMM-456,FY001,2002,JSG & RMM 456,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"La Crucita, Km 135 Zitácuaro-Huétamo",609,-100.85,18.85
1060,9361,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10016-JSG-LOS-1,FY001,1983,JSG & LOS 1,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,ATENCO,Km 3 Chiconcuac-Lechería,2250,-98.91666667,19.56666667
1061,9363,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10017-JSG-LOS-3,FY001,1983,JSG & LOS 3,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,AYOTLAN,"San Jerónimo, Valle 4 Km norte",1520,-102.35,20.41666667
1062,9368,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10018-JSG-LOS-4,FY001,1983,JSG & LOS 4,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,AYOTLAN,"San Jerónimo, falda Cerro Grande",1535,-102.35,20.41666667
1063,9377,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10019-JSG-LOS-5,FY001,1983,JSG & LOS 5,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,AYOTLAN,"San Jerónimo, Cerro Grande",1600,-102.35,20.41666667
1064,9379,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10022-JSG-LOS-40,FY001,1983,JSG & LOS 40,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,MASCOTA,"Zacatongo 2 Km sur-suroeste, arroyo El Pujillo",620,-104.5833333,20.8
1065,9380,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10023-JSG-LOS-43,FY001,1983,JSG & LOS 43,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,"El Tablillo, Huerta de Villegas",1090,-104.55,20.8
1066,9381,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10024-JSG-LOS-45,FY001,1983,JSG & LOS 44,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,GUACHINANGO,"7 Km noreste Zacatongo, camino a Tepuzhuacán",1000,-104.55,20.83333333
1067,9382,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10025-JSG-LOS-47,FY001,1983,JSG & LOS 47,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,ZINAPARO,Jalapa,1840,-102.0333333,20.18333333
1068,9383,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10026-JSG-LOS-48,FY001,1983,JSG & LOS 48,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,CHURINTZIO,Cerro Churintzio,1800,-102.0833333,20.15
1069,9384,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10027-JSG-LOS-49,FY001,1983,JSG & LOS 49,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,PURUANDIRO,Km 6 Puruándiro-Villachuato,1840,-102.0833333,20.08333333
1070,9385,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10028-JSG-LOS-50,FY001,1983,JSG & LOS 50,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,PURUANDIRO,Km 2 Puruandiro-Las Tortugas,1880,-101.45,20.11666667
1071,9386,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10029-JSG-LOS-51,FY001,1983,JSG & LOS 51,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,HUANDACAREO,Hacienda La Estancia,1810,-101.3166667,19.96666667
1072,9387,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10030-JSG-LOS-52,FY001,1983,JSG & LOS 52,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,HUANDACAREO,Hacienda La Estancia,1810,-101.3166667,19.96666667
1073,9388,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10031-JSG-LOS-53,FY001,1983,JSG & LOS 53,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,CHUCANDIRO,Chucandiro,1810,-101.3166667,19.9
1074,9389,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10032-JSG-LOS-54,FY001,1983,JSG & LOS 54,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,CUITZEO,2 Km sur Cuamio,1790,-101.15,20.01666667
1075,9390,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10033-JSG-LOS-55,FY001,1983,JSG & LOS 55,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,GUANAJUATO,MANUEL DOBLADO,Manuel Doblado,1710,-101.8333333,20.75
1076,9391,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10036-JSG-LOS-73,FY001,1983,JSG & LOS 73,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,EJUTLA,"El Palmar, cerro La Mesa",980,-104.0666667,19.95
1077,9392,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10037-JSG-LOS-74,FY001,1983,JSG & LOS 74,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,VILLA PURIFICACION,Los Cimientos,520,-104.8166667,19.7
1078,9393,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10038-JSG-LOS-75,FY001,1984,JSG & LOS 75,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,COJUMATLAN DE REGULES,"5-7 Km suroeste Cojumatlán, barranca Juan Diego",1700,-102.8833333,20.1
1079,9394,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10039-JSG-LOS-83,FY001,1984,JSG & LOS 83,Zea mays subsp. mexicana raza Nobogame,Nobogame,CHIHUAHUA,GUADALUPE Y CALVO,"Nabogame, arroyo Tejamanil-La Rinconada",1919,-106.9666667,26.21666667
1080,9395,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10040-JSG-LOS-86,FY001,1984,JSG & LOS 86,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,DURANGO,DURANGO,Puente Gavilanes,1876,-104.4833333,24.01666667
1081,9396,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10041-JSG-LOS-87,FY001,1984,JSG & LOS 87,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,DURANGO,DURANGO,Puente Dalila-Hda. de Dolores,1887,-104.5666667,24.01666667
1082,9397,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10042-JSG-LOS-88,FY001,1984,JSG & LOS 88,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,DURANGO,DURANGO,"Nuevo Francisco Villa, 3 Km este",1875,-104.4833333,24.08333333
1083,9398,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10043-JSG-LOS-91,FY001,1984,JSG & LOS 91,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,CHALCO,Chalco,2225,-98.88333333,19.25
1084,9399,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10044-JSG-LOS-92,FY001,1984,JSG & LOS 92,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,CHALCO,Crucero Chalco-Miraflores,2200,-98.85,19.25
1085,9400,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10045-JSG-LOS-93,FY001,1984,JSG & LOS 93,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TLALMANALCO,Km 52 México-Amecameca,2490,-98.78333333,19.16666667
1086,9401,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10046-JSG-LOS-94,FY001,1984,JSG & LOS 94,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,AMECAMECA,2 Km norte Amecameca,2390,-98.76666667,19.13333333
1087,9402,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10047-JSG-LOS-95,FY001,1984,JSG & LOS 95,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,AMECAMECA,San Pedro Nexapa,2505,-98.75,19.08333333
1088,9403,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10048-JSG-LOS-96,FY001,1984,JSG & LOS 96,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,AMECAMECA,Zoyatzingo,2450,-98.76666667,19.16666667
1089,9404,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10049-JSG-LOS-97,FY001,1984,JSG & LOS 97,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,OZUMBA,Ozumba de Alzate,2340,-98.81666667,19.05
1090,9405,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10050-JSG-LOS-99,FY001,1984,JSG & LOS 99,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TEPETLIXPA,Tepetlixpa,2320,-98.83333333,19.01666667
1091,9406,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10051-JSG-LOS-101,FY001,1984,JSG & LOS 101,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TENANGO DEL AIRE,Tenango del Aire,2400,-98.86666667,19.15
1092,9407,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10052-JSG-LOS-102,FY001,1984,JSG & LOS 102,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,IXTAPALUCA,San Francisco Acuautla,2300,-98.88333333,19.35
1093,9408,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10053-JSG-LOS-103,FY001,1984,JSG & LOS 103,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,CHALCO,Chalco,2225,-98.88333333,19.25
1094,9409,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10054-JSG-LOS-105,FY001,1984,JSG & LOS 105,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TEMAMATLA,Temamatla,2400,-98.88333333,19.18333333
1095,9410,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10055-JSG-LOS-106,FY001,1984,JSG & LOS 106,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,CHILPANCINGO DE LOS BRAVO,Mazatlán,1350,-99.46666667,17.43333333
1096,9411,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10056-JSG-LOS-107,FY001,1984,JSG & LOS 107,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,MOCHITLAN,Acahuizotla,1100,-99.48333333,17.35
1097,9412,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10057-JSG-LOS-109,FY001,1984,JSG & LOS 109,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,CHILPANCINGO DE LOS BRAVO,Palo Blanco,1260,-99.46666667,17.4
1098,9425,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10058-JSG-LOS-111,FY001,1984,JSG & LOS111,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,"Ixcateopan, La Tranca",1795,-99.78333333,18.5
1099,9431,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10059-JSG-LOS-112,FY001,1984,JSG & LOS 112,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,Km 7 Ixcateopan-Pachivia,1500,-99.8,18.46666667
1100,9432,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10060-JSG-LOS-113,FY001,1984,JSG & LOS 113,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,TELOLOAPAN,Km 55 Iguala-Teloloapan,1500,-99.8,18.31666667
1101,9435,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10061-JSG-LOS-114,FY001,1984,JSG & LOS 114,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,TELOLOAPAN,"Rincón del Sauce, Km 59 Iguala-Teloloapan",1560,-99.83333333,18.35
1102,9436,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10062-JSG-LOS-117,FY001,1984,JSG & LOS 117,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,TELOLOAPAN,"Alcholoa, Km 11 Teloloapan-Arcelia",1465,-99.9,18.4
1103,9438,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10063-JSG-LOS-119,FY001,1984,JSG & LOS 119,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,"Ixcapuzalco-Ranchos Nuevos, Km 25 Teloloapan-Arcelia",1620,-99.96666667,18.4
1104,9439,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10064-JSG-LOS-120,FY001,1984,JSG & LOS 120,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,GENERAL CANUTO A. NERI,"Acapetlahuaya-Villa de Ayala, Km 28 Teloloapan-Arcelia",1500,-100.0333333,18.36666667
1105,9441,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10065-JSG-LOS-121,FY001,1984,JSG & LOS 121,Zea mays subsp. parviglumis raza Balsas,Balsas,GUERRERO,GENERAL CANUTO A. NERI,"Acapetlahuaya-Amates Grandes, Km 40 Teloloapan-Arcelia",1150,-100.0666667,18.38333333
1106,9445,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10066-JSG-LOS-123,FY001,1984,JSG & LOS 123,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,HUETAMO,"La Tiringucha, Km 18 Huetamo-Morelia",670,-100.9666667,18.71666667
1107,9446,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10067-JSG-LOS-124,FY001,1984,JSG & LOS 124,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,JUAREZ,"Benito Juárez, Km 24 Zitácuaro-Tuzantla",1300,-100.4166667,19.3
1108,9447,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10068-JSG-LOS-126,FY001,1984,JSG & LOS 126,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,JUAREZ,"Laureles, Km 26 Zitácuaro-Tuzantla",1100,-100.4166667,19.28333333
1109,9448,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10069-JSG-LOS-128,FY001,1984,JSG & LOS 128,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,HIDALGO,"2 Km oeste Cd. Hidalgo, frente a granja La Alborada",2005,-100.6,19.7
1110,9450,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10070-JSG-LOS-130,FY001,1984,JSG & LOS 130,Zea mays subsp. parviglumis raza Balsas,Balsas,MICHOACÁN DE OCAMPO,TZITZIO,"Tzitzio, barranca",1500,-100.9166667,19.6
1111,9454,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10071-JSG-LOS-132,FY001,1984,JSG & LOS 132,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,MORELIA,Morelia,2000,-101.2333333,19.75
1112,9456,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10072-JSG-LOS-133,FY001,1984,JSG & LOS 133,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,MORELIA,"Morelia, Km 2 a Salamanca",1920,-101.1833333,19.73333333
1113,9459,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10073-JSG-LOS-134,FY001,1984,JSG & LOS 134,Zea mays subsp. mexicana raza Mesa Central,Mesa Central,MICHOACÁN DE OCAMPO,IXTLAN,El Salitre,1530,-102.3833333,20.16666667
1114,9461,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10074-JSG-LOS-135,FY001,1984,JSG & LOS 135,Zea mays subsp. mexicana raza Chalco,Chalco,MÉXICO,TEXCOCO,Boyeros,2200,-98.91666667,19.5
1115,9463,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10075-JSG-LOS-142,FY001,1984,JSG & LOS 142,Zea mays subsp. parviglumis raza Balsas,Balsas,JALISCO,JILOTLAN DE LOS DOLORES,El Saucito,1460,-103.0833333,19.3
1116,9464,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10076-JSG-LOS-159,FY001,1985,JSG & LOS 159,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,MALINALCO,Malinalco,1850,-99.5,18.95
1117,9465,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10077-JSG-LOS-161,FY001,1985,JSG & LOS 161,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,TEJUPILCO,"La Cabecera, Km 8 Tejupilco-Bejucos",1320,-100.2,18.9
1118,9466,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10078-JSG-LOS-163,FY001,1985,JSG & LOS 163,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,TEJUPILCO,"Las Juntas, Km 16 Tejupilco-Bejucos",1200,-100.25,18.88333333
1119,9468,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10079-JSG-LOS-165,FY001,1985,JSG & LOS 165,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,AMATEPEC,7 Km sur Palmar Chico,980,-100.35,18.63333333
1120,9469,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10080-JSG-LOS-167,FY001,1985,JSG & LOS 167,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,AMATEPEC,Palmar Chico,980,-100.4,18.68333333
1121,9470,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10081-JSG-LOS-168,FY001,1985,JSG & LOS 168,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,AMATEPEC,El Aguacate,1100,-100.3166667,18.7
1122,9471,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10082-JSG-LOS-169,FY001,1985,JSG & LOS 169,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,AMATEPEC,Pueblo Nuevo-El Sitio,1100,-100.3166667,18.75
1123,9475,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10083-JSG-LOS-170,FY001,1985,JSG & LOS 170,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,TEJUPILCO,"El Puerto, Km 18 Luvianos-Zacazo",1180,-100.3166667,18.98333333
1124,9476,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10084-JSG-LOS-171,FY001,1985,JSG & LOS 171,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,ZACAZONAPAN,Km 2 Zacazonapan-Otzoloapan,1420,-100.2666667,19.08333333
1125,9478,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10085-JSG-LOS-172,FY001,1985,JSG & LOS 172,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,VALLE DE BRAVO,"Colorines, sifón al otro lado del río",1620,-100.2,19.16666667
1126,9481,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10086-JSG-LOS-176,FY001,1985,JSG & LOS 176,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,OTZOLOAPAN,Km 8 Zuluapan-Tingambato,1260,-100.3833333,19.15
1127,9482,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10087-JSG-LOS-178,FY001,1985,JSG & LOS 178,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,OTZOLOAPAN,Km 4 Zuluapan-Valle de Bravo,1320,-100.3166667,19.16666667
1128,9483,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10088-JSG-183,FY001,1985,JSG 183,Zea mays subsp. parviglumis raza Balsas,Balsas,MORELOS,TEPOZTLAN,"Amatlán, La Puerta",1580,-99.03333333,18.96666667
1129,9484,URG-BGM,Unidad de Recursos Genéticos-Banco de Germoplasma de Maíz,10089-JSG-184,FY001,1985,JSG 184,Zea mays subsp. parviglumis raza Balsas,Balsas,MÉXICO,SANTO TOMAS,Santo Tomás de los Plátanos,1380,-100.2833333,19.18333333
